mode,episode,agent,success,steps,time_s,steps_to_success,spawn_dist,path_len,net_disp,tortuosity,spl,path_efficiency,min_dist,monotonic_frac,noop_frac,zflip_frac,depth_band_frac,final_dS,final_dtau,nc_file
random,0,0,False,3600,3600.0,,278.1506912282311,3377.730932936831,732.7335324154805,4.609767102922161,0.0,nan,8.89402397523355,0.5475,0.04111111111111111,0.514037985136251,0.07,1.0297631080914584,0.46122710553202284,nonhydro_winter_run026.nc
random,0,1,False,3600,3600.0,,65.96094892145089,3566.3018344759575,473.70436177082513,7.528539152867901,0.0,nan,40.43300164554898,0.4986111111111111,0.030555555555555555,0.4954620462046205,0.08,1.015611956494169,0.26482455516552805,nonhydro_winter_run026.nc
random,1,0,False,1239,1239.0,,67.04110777533738,1408.020893697363,403.90459057908043,3.4860234979718228,0.0,nan,12.62918720782642,0.5205811138014528,0.0258272800645682,0.5024213075060533,0.0,0.1346735437247233,0.12442051212332728,nonhydro_winter_run015.nc
random,1,1,True,1239,1239.0,1239,215.98167067237966,1326.9944653693765,333.8629552216124,3.9746681823041454,0.1627600388011113,0.1627600388011113,3.793827725203868,0.5996771589991929,0.03470540758676352,0.5096385542168674,0.17271993543179984,0.11305526274873046,0.0466452596117658,nonhydro_winter_run015.nc
random,2,0,False,2218,2218.0,,327.7413696405902,2425.261978739977,64.09440452056758,37.838903362644125,0.0,nan,92.13960622592516,0.5256988277727682,0.03832281334535618,0.5085078534031413,0.45401262398557257,1.554546882992227,0.013648337033842606,nonhydro_winter_run026.nc
random,2,1,True,2218,2218.0,2218,96.43099952120069,2458.432313205257,315.1325025325031,7.801265478643199,0.03922458999714164,0.03922458999714164,2.142524299362046,0.527502254283138,0.03832281334535618,0.5124579124579125,0.1988277727682597,0.09110395040639929,0.045696515170437046,nonhydro_winter_run026.nc
random,3,0,False,3600,3600.0,,57.99633419679201,3523.683852593269,152.36098420281056,23.12720589874129,0.0,nan,17.498875266489126,0.4986111111111111,0.036944444444444446,0.4991769547325103,0.03722222222222222,0.20762147875925763,0.1473597895507246,nonhydro_winter_run025.nc
random,3,1,False,3600,3600.0,,20.79846717474991,3432.038330350274,442.92723826405086,7.748537533616901,0.0,nan,15.252793359411976,0.5008333333333334,0.034166666666666665,0.5075125208681135,0.08222222222222222,0.3765438648335504,0.1580376026157292,nonhydro_winter_run025.nc
random,4,0,False,797,797.0,,376.2072368733783,1072.5384709302857,809.6163705744565,1.324748992129785,0.0,nan,9.273923987410054,0.7327478042659975,0.03638644918444166,0.5238095238095238,0.0,0.32815417885305465,0.11035311838148831,nonhydro_winter_run022.nc
random,4,1,True,797,797.0,797,215.06634493623778,1034.1561553119145,721.2295942806211,1.4338792577465114,0.20796312416800447,0.20796312416800447,1.7431939026957,0.6336260978670013,0.03889585947302384,0.48066298342541436,0.0012547051442910915,0.09872265083923537,0.04953655826208547,nonhydro_winter_run022.nc
